4 ingredients
Candy, Chocolate, Sprinkles, Sugar

Part 1
Score: 18  Recipe: [('Candy', 3), ('Chocolate', 5), ('Sprinkles', 1), ('Sugar', 3)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 10)]
Score: 1188  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 7)]
Score: 1728  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 8)]
Score: 1620  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 9)]
Score: 864  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 10)]
Score: 1152  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 8)]
Score: 1440  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 9)]
Score: 864  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 10)]
Score: 900  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 5), ('Sugar', 9)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 5), ('Sugar', 10)]
Score: 432  Recipe: [('Candy', 9), ('Chocolate', 16), ('Sprinkles', 6), ('Sugar', 10)]
Score: 342  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 5)]
Score: 576  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 6)]
Score: 702  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 7)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 8)]
Score: 630  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 9)]
Score: 432  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 10)]
Score: 126  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 11)]
Score: 576  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 6)]
Score: 936  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 7)]
Score: 1080  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 8)]
Score: 1008  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 9)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 10)]
Score: 216  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 11)]
Score: 702  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 7)]
Score: 1080  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 8)]
Score: 1134  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 9)]
Score: 864  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 10)]
Score: 270  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 11)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 8)]
Score: 1008  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 9)]
Score: 864  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 10)]
Score: 288  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 11)]
Score: 630  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 9)]
Score: 720  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 10)]
Score: 270  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 11)]
Score: 432  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 6), ('Sugar', 10)]
Score: 216  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 6), ('Sugar', 11)]
Score: 126  Recipe: [('Candy', 9), ('Chocolate', 17), ('Sprinkles', 7), ('Sugar', 11)]
Score: 144  Recipe: [('Candy', 10), ('Chocolate', 8), ('Sprinkles', 1), ('Sugar', 5)]
Score: 396  Recipe: [('Candy', 10), ('Chocolate', 9), ('Sprinkles', 1), ('Sugar', 5)]
Score: 600  Recipe: [('Candy', 10), ('Chocolate', 10), ('Sprinkles', 1), ('Sugar', 5)]
Score: 600  Recipe: [('Candy', 10), ('Chocolate', 10), ('Sprinkles', 1), ('Sugar', 6)]
Score: 480  Recipe: [('Candy', 10), ('Chocolate', 10), ('Sprinkles', 2), ('Sugar', 6)]
Score: 756  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1080  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 6)]
Score: 432  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 7)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 2), ('Sugar', 6)]
Score: 540  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 2), ('Sugar', 7)]
Score: 324  Recipe: [('Candy', 10), ('Chocolate', 11), ('Sprinkles', 3), ('Sugar', 7)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1152  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1152  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 2), ('Sugar', 6)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 2), ('Sugar', 7)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 12), ('Sprinkles', 3), ('Sugar', 7)]
Score: 924  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1680  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1680  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 7)]
Score: 924  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 8)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2100  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 7)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 8)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 3), ('Sugar', 7)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 3), ('Sugar', 8)]
Score: 672  Recipe: [('Candy', 10), ('Chocolate', 13), ('Sprinkles', 4), ('Sugar', 8)]
Score: 936  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 6)]
Score: 2016  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 8)]
Score: 504  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 9)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2520  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 7)]
Score: 2304  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 8)]
Score: 792  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 9)]
Score: 1512  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2160  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 8)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 9)]
Score: 1152  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 4), ('Sugar', 8)]
Score: 720  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 4), ('Sugar', 9)]
Score: 360  Recipe: [('Candy', 10), ('Chocolate', 14), ('Sprinkles', 5), ('Sugar', 9)]
Score: 900  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 1), ('Sugar', 6)]
Score: 2160  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1980  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 1), ('Sugar', 8)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 1), ('Sugar', 9)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2700  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 2), ('Sugar', 7)]
Score: 2880  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 2), ('Sugar', 8)]
Score: 1980  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 2), ('Sugar', 9)]
Score: 1620  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2700  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 3), ('Sugar', 8)]
Score: 2160  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 3), ('Sugar', 9)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 4), ('Sugar', 8)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 4), ('Sugar', 9)]
Score: 900  Recipe: [('Candy', 10), ('Chocolate', 15), ('Sprinkles', 5), ('Sugar', 9)]
Score: 816  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1680  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 6)]
Score: 2112  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 7)]
Score: 2112  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 8)]
Score: 1680  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 9)]
Score: 816  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 1), ('Sugar', 10)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2640  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 7)]
Score: 3072  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 8)]
Score: 2640  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 9)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 2), ('Sugar', 10)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2880  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 8)]
Score: 2880  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 9)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 3), ('Sugar', 10)]
Score: 1536  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 8)]
Score: 2400  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 9)]
Score: 1536  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 4), ('Sugar', 10)]
Score: 1200  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 5), ('Sugar', 9)]
Score: 1200  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 5), ('Sugar', 10)]
Score: 576  Recipe: [('Candy', 10), ('Chocolate', 16), ('Sprinkles', 6), ('Sugar', 10)]
Score: 684  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1872  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1980  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 8)]
Score: 1764  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 9)]
Score: 1224  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 10)]
Score: 360  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 1), ('Sugar', 11)]
Score: 1152  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2340  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 7)]
Score: 2880  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 8)]
Score: 2772  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 9)]
Score: 2016  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 10)]
Score: 612  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 2), ('Sugar', 11)]
Score: 1404  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2700  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 8)]
Score: 3024  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 9)]
Score: 2376  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 10)]
Score: 756  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 3), ('Sugar', 11)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 8)]
Score: 2520  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 9)]
Score: 2304  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 10)]
Score: 792  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 4), ('Sugar', 11)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 9)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 10)]
Score: 720  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 5), ('Sugar', 11)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 6), ('Sugar', 10)]
Score: 540  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 6), ('Sugar', 11)]
Score: 252  Recipe: [('Candy', 10), ('Chocolate', 17), ('Sprinkles', 7), ('Sugar', 11)]
Score: 504  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1080  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 8)]
Score: 1512  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 9)]
Score: 1224  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 10)]
Score: 720  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 1), ('Sugar', 11)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 6)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 7)]
Score: 2304  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 8)]
Score: 2376  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 9)]
Score: 2016  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 10)]
Score: 1224  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 2), ('Sugar', 11)]
Score: 1080  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2160  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 3), ('Sugar', 8)]
Score: 2592  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 3), ('Sugar', 9)]
Score: 2376  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 3), ('Sugar', 10)]
Score: 1512  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 3), ('Sugar', 11)]
Score: 1152  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 4), ('Sugar', 8)]
Score: 2160  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 4), ('Sugar', 9)]
Score: 2304  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 4), ('Sugar', 10)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 4), ('Sugar', 11)]
Score: 1080  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 5), ('Sugar', 9)]
Score: 1800  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 5), ('Sugar', 10)]
Score: 1440  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 5), ('Sugar', 11)]
Score: 864  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 6), ('Sugar', 10)]
Score: 1080  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 6), ('Sugar', 11)]
Score: 504  Recipe: [('Candy', 10), ('Chocolate', 18), ('Sprinkles', 7), ('Sugar', 11)]
Score: 276  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 5)]
Score: 600  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 6)]
Score: 816  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 7)]
Score: 924  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 8)]
Score: 924  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 9)]
Score: 816  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 10)]
Score: 600  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 11)]
Score: 276  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 1), ('Sugar', 12)]
Score: 480  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 6)]
Score: 1020  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 7)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 8)]
Score: 1452  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 9)]
Score: 1344  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 10)]
Score: 1020  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 11)]
Score: 480  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 2), ('Sugar', 12)]
Score: 612  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 7)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 8)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 9)]
Score: 1584  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 10)]
Score: 1260  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 11)]
Score: 612  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 3), ('Sugar', 12)]
Score: 672  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 4), ('Sugar', 8)]
Score: 1320  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 4), ('Sugar', 9)]
Score: 1536  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 4), ('Sugar', 10)]
Score: 1320  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 4), ('Sugar', 11)]
Score: 672  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 4), ('Sugar', 12)]
Score: 660  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 5), ('Sugar', 9)]
Score: 1200  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 5), ('Sugar', 10)]
Score: 1200  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 5), ('Sugar', 11)]
Score: 660  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 5), ('Sugar', 12)]
Score: 576  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 6), ('Sugar', 10)]
Score: 900  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 6), ('Sugar', 11)]
Score: 576  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 6), ('Sugar', 12)]
Score: 420  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 7), ('Sugar', 11)]
Score: 420  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 7), ('Sugar', 12)]
Score: 192  Recipe: [('Candy', 10), ('Chocolate', 19), ('Sprinkles', 8), ('Sugar', 12)]
Score: 84  Recipe: [('Candy', 11), ('Chocolate', 8), ('Sprinkles', 1), ('Sugar', 5)]
Score: 234  Recipe: [('Candy', 11), ('Chocolate', 9), ('Sprinkles', 1), ('Sugar', 5)]
Score: 360  Recipe: [('Candy', 11), ('Chocolate', 10), ('Sprinkles', 1), ('Sugar', 5)]
Score: 576  Recipe: [('Candy', 11), ('Chocolate', 10), ('Sprinkles', 1), ('Sugar', 6)]
Score: 288  Recipe: [('Candy', 11), ('Chocolate', 10), ('Sprinkles', 2), ('Sugar', 6)]
Score: 462  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1056  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 6)]
Score: 462  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 1), ('Sugar', 7)]
Score: 528  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 2), ('Sugar', 6)]
Score: 528  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 2), ('Sugar', 7)]
Score: 198  Recipe: [('Candy', 11), ('Chocolate', 11), ('Sprinkles', 3), ('Sugar', 7)]
Score: 540  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1440  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1260  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 1), ('Sugar', 7)]
Score: 720  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 2), ('Sugar', 6)]
Score: 1440  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 2), ('Sugar', 7)]
Score: 540  Recipe: [('Candy', 11), ('Chocolate', 12), ('Sprinkles', 3), ('Sugar', 7)]
Score: 594  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1728  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 6)]
Score: 1890  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1080  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 1), ('Sugar', 8)]
Score: 864  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2160  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 7)]
Score: 1512  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 2), ('Sugar', 8)]
Score: 810  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 3), ('Sugar', 7)]
Score: 1296  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 3), ('Sugar', 8)]
Score: 432  Recipe: [('Candy', 11), ('Chocolate', 13), ('Sprinkles', 4), ('Sugar', 8)]
Score: 624  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 5)]
Score: 1920  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 6)]
Score: 2352  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 7)]
Score: 1920  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 8)]
Score: 624  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 1), ('Sugar', 9)]
Score: 960  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 6)]
Score: 2688  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 7)]
Score: 2688  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 8)]
Score: 960  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 2), ('Sugar', 9)]
Score: 1008  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 7)]
Score: 2304  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 8)]
Score: 1008  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 3), ('Sugar', 9)]
Score: 768  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 4), ('Sugar', 8)]
Score: 768  Recipe: [('Candy', 11), ('Chocolate', 14), ('Sprinkles', 4), ('Sugar', 9)]
